CHORD_ROOT,CHORD_TYPE,FINGER_POSITIONS,CHORD_STRUCTURE,DIFFICULTY
G,6,"x,x,3,2,4,0",1;3;5;6,intermediate
G,6,"1,x,4,3,2,0",1;3;5;6,intermediate
G,6,"x,2,3,1,0,0",1;3;5;6,intermediate
G,6,"1,4,x,x,x,x",1;3;5;6,beginner
G,6,"0,2,3,1,0,0",1;3;5;6,intermediate
G,6,"3,x,0,0,4,0",1;3;5;6,intermediate
G,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
G,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
G,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
G,7(#5),"1,x,2,3,4,x",1;3;#5;b7,advanced
G,7sus4,"3,x,4,0,1,x",1;4;5;b7,advanced
G,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
G,7sus4,"x,2,3,4,1,x",1;4;5;b7,advanced
G,maj7,"x,x,4,3,2,1",1;3;5;7,advanced
G,maj7,"1,4,2,3,1,x",1;3;5;7,advanced
G,maj7,"x,4,3,1,1,1",1;3;5;7,advanced
G,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
G,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
G,maj7,"x,1,0,0,3,2",1;3;5;7,advanced
G,maj7,"3,x,0,0,0,2",1;3;5;7,advanced
G,maj7,"x,1,x,0,3,2",1;3;5;7,advanced
G,maj7,"x,x,2,4,1,3",1;3;5;7,advanced
G,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
G,maj7,"x,x,1,4,4,4",1;3;5;7,advanced
G,maj7,"2,x,1,3,4,x",1;3;5;7,advanced
G,maj7,"x,x,0,0,0,2",1;3;5;7,advanced
G,maj7,"x,3,2,0,0,1",1;3;5;7,advanced
G,maj7,"1,2,0,0,0,3",1;3;5;7,advanced
G,maj7,"1,1,3,0,x,x",1;3;5;7,advanced
G,maj7,"3,x,2,4,1,x",1;3;5;7,advanced
G,maj7,"3,x,1,1,1,x",1;3;5;7,advanced
G,maj7,"3,2,4,0,0,1",1;3;5;7,advanced
G,maj7,"x,1,1,3,4,x",1;3;5;7,advanced
G,maj7,"3,2,0,0,0,1",1;3;5;7,advanced
G,5,"1,3,x,x,x,x",1;5,beginner
G,5,"x,x,1,1,x,x",1;5,beginner
G,5,"1,3,4,x,x,x",1;5,beginner
G,5,"x,1,3,4,x,x",1;5,beginner
G,5,"x,1,1,x,x,x",1;5,beginner
G,5,"2,x,0,0,3,x",1;5,intermediate
G,5,"2,x,0,0,x,x",1;5,beginner
G,5,"x,x,1,3,x,x",1;5,beginner
G,5,"x,1,4,x,x,x",1;5,beginner
G,5,"x,x,1,3,4,x",1;5,beginner
G,5,"x,x,x,1,2,4",1;5,beginner
G,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
G,7(#11),"x,1,3,2,x,x",1;3;5;b7;#11,advanced
G,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
G,m6,"x,3,1,2,1,x",1;b3;5;6,advanced
G,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
G,m6,"2,x,0,3,4,0",1;b3;5;6,advanced
G,7(b9),"3,2,4,1,0,x",1;3;5;b7;b9,advanced
G,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
G,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
G,7(b9),"x,2,3,1,4,x",1;3;5;b7;b9,advanced
G,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
G,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
G,7(b9),"x,2,3,1,4,x",1;3;5;b7;b9,advanced
G,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
G,7(b9),"x,x,1,3,2,4",1;3;5;b7;b9,advanced
G,7(b9),"x,x,3,1,4,x",1;3;5;b7;b9,advanced
G,7(b9),"3,1,2,x,4,x",1;3;5;b7;b9,advanced
G,m9,"3,1,4,2,x,x",1;b3;5;b7;9,advanced
G,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
G,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
G,m9,"2,x,3,3,3,4",1;b3;5;b7;9,advanced
G,13(b9),"x,x,3,1,0,0",1;3;5;b7;b9;11;13,advanced
G,13(b9),"x,1,3,3,3,x",1;3;5;b7;b9;11;13,advanced
G,13(b9),"x,1,3,3,3,4",1;3;5;b7;b9;11;13,advanced
G,13(b9),"x,x,1,2,4,3",1;3;5;b7;b9;11;13,advanced
G,13(b9),"3,x,4,1,0,0",1;3;5;b7;b9;11;13,advanced
G,sus4,"3,x,0,0,1,4",1;4;5,intermediate
G,sus4,"1,1,3,4,1,1",1;4;5,intermediate
G,sus4,"x,1,2,3,4,1",1;4;5,intermediate
G,sus4,"x,x,3,4,1,1",1;4;5,intermediate
G,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
G,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
G,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
